"interaction_pairs","interaction","value","scram_mean","scram_sd","p_val","cell_type1","cell_type2","interact_ratio","p_val_adj"
"Cancer-Basal/Cycl-pat4_Macrophages-immunoregulatory","CP_SLC40A1",0.360143563179398,0.0920757735793214,0.0525161256276499,1.65848055955209e-07,"Cancer-Basal/Cycl-pat4","Macrophages-immunoregulatory",3.91138243187435,1.47095526806746e-05
"LumProgenitors-shared_Macrophages-immunoregulatory","CP_SLC40A1",0.42311630897483,0.103548538011389,0.072727229203482,5.56266771301051e-06,"LumProgenitors-shared","Macrophages-immunoregulatory",4.08616400676071,0.000352302288490665
"LumProgenitors-Cycl-pat4_Macrophages-immunoregulatory","CP_SLC40A1",0.458386778355088,0.105290908253579,0.0924576573100037,6.69966557065305e-05,"LumProgenitors-Cycl-pat4","Macrophages-immunoregulatory",4.35352668106087,0.00313805963783738
"mCAF-classical_Macrophages-immunoregulatory","CP_SLC40A1",0.336279736242901,0.090234730938007,0.0493479286117773,3.08332442577886e-07,"mCAF-classical","Macrophages-immunoregulatory",3.7267217705113,2.60241104051424e-05
"Myoepithelial_Macrophages-immunoregulatory","CP_SLC40A1",0.340267871181378,0.14655679157365,0.0572792063739395,0.000359965313272315,"Myoepithelial","Macrophages-immunoregulatory",2.32174754597013,0.0129369627090302
"Macrophages-immunoregulatory_Macrophages-immunoregulatory","CP_SLC40A1",0.336279736242901,0.135269726421719,0.0621046671139303,0.000604744429206217,"Macrophages-immunoregulatory","Macrophages-immunoregulatory",2.48599405897008,0.0197470396796255
"Endothelial_Macrophages-immunoregulatory","CP_SLC40A1",0.361561055374723,0.116115466508541,0.0606487285305137,2.5938783662971e-05,"Endothelial","Macrophages-immunoregulatory",3.11380616421265,0.00138662373589097
"pDCs_Macrophages-immunoregulatory","CP_SLC40A1",0.351296945199417,0.11434926430397,0.0626694478645914,7.81273842984653e-05,"pDCs","Macrophages-immunoregulatory",3.0721399681731,0.00357481074468521
"mCAF-plastic_Macrophages-immunoregulatory","CP_SLC40A1",0.336279736242901,0.0570269641188358,0.0573627791752258,5.63131854813825e-07,"mCAF-plastic","Macrophages-immunoregulatory",5.89685496043842,4.50063316382334e-05
"T-cells-CD8-effector_Macrophages-immunoregulatory","CP_SLC40A1",0.366033809705042,0.116444516729477,0.0786928830624755,0.000757778013120602,"T-cells-CD8-effector","Macrophages-immunoregulatory",3.14341817017806,0.0237517487065809
"B-cells-activated_Macrophages-immunoregulatory","CP_SLC40A1",0.347447801351591,0.134155168276025,0.054530921035252,4.58799711007263e-05,"B-cells-activated","Macrophages-immunoregulatory",2.58989501348702,0.00226381436352268
"apCAF-classical_Macrophages-immunoregulatory","CP_SLC40A1",0.362685179430269,0.0968904208172205,0.0902207020392334,0.00160929841410751,"apCAF-classical","Macrophages-immunoregulatory",3.74325115291282,0.0431630009430303
"Cancer-Transitional-pat4_Macrophages-immunoregulatory","CP_SLC40A1",0.376934544834233,0.103361659131877,0.0651984409484795,1.35833031367216e-05,"Cancer-Transitional-pat4","Macrophages-immunoregulatory",3.64675400917578,0.000780702082676592
"T-cells-atypical_Macrophages-immunoregulatory","CP_SLC40A1",0.388596724267017,0.107998487648828,0.0789236383483622,0.000188764698125343,"T-cells-atypical","Macrophages-immunoregulatory",3.59816820334182,0.00756793664527659
"LumProgenitors-transitional-pat4_Macrophages-immunoregulatory","CP_SLC40A1",0.373403219597582,0.0677045288956695,0.0529917966638609,3.99207178425343e-09,"LumProgenitors-transitional-pat4","Macrophages-immunoregulatory",5.51518821101294,4.69623194212532e-07
"Cancer-Basal/Plastic-pat4_Macrophages-immunoregulatory","CP_SLC40A1",0.459446268512592,0.113272836475426,0.108938602351556,0.000742259295288705,"Cancer-Basal/Plastic-pat4","Macrophages-immunoregulatory",4.05610279400274,0.0233501471976264
"mCAF-patient4-specific_Macrophages-immunoregulatory","CP_SLC40A1",0.344719424678681,0.0983657001495418,0.0462640813995176,5.04915813603901e-08,"mCAF-patient4-specific","Macrophages-immunoregulatory",3.50446775811707,4.92586741934431e-06
"Cancer-Basal/Plastic-pat4_pDCs","CP_SLC40A1",0.247290887095764,0.107171711787678,0.0401286695631577,0.000239935967194072,"Cancer-Basal/Plastic-pat4","pDCs",2.30742686638879,0.00925745721800231
"LumProgenitors-shared_T-cells-CD8-effector","CP_SLC40A1",0.250322373671567,0.11199440811083,0.0329679942126643,1.35939489891435e-05,"LumProgenitors-shared","T-cells-CD8-effector",2.23513278827141,0.000781208924970941
"LumProgenitors-shared_apCAF-classical","CP_SLC40A1",0.288780554615406,0.108910651030377,0.0588389911400153,0.00111787793677398,"LumProgenitors-shared","apCAF-classical",2.65153639137517,0.0324280937755905
"LumProgenitors-transitional-pat4_apCAF-classical","CP_SLC40A1",0.239067465238158,0.101269818892591,0.0372571441936321,0.000108414618272379,"LumProgenitors-transitional-pat4","apCAF-classical",2.36069806238833,0.00471536703524593
"Cancer-Basal/Plastic-pat4_apCAF-classical","CP_SLC40A1",0.325110514153168,0.086645396994471,0.0573126653755621,1.58584579044163e-05,"Cancer-Basal/Plastic-pat4","apCAF-classical",3.75219602460721,0.000894864143893608
"Cancer-Basal/Plastic-pat4_B/T-mixed-patient4","CP_SLC40A1",0.234169221800799,0.0859308783554418,0.0465229411729356,0.000720402509237106,"Cancer-Basal/Plastic-pat4","B/T-mixed-patient4",2.72508819044289,0.0227789994599751
"LumProgenitors-shared_Macrophages-monocyte-derived","CP_SLC40A1",0.31635661293423,0.104771599686874,0.0528081596614894,3.07900476825829e-05,"LumProgenitors-shared","Macrophages-monocyte-derived",3.0194882380312,0.00160717281859636
"mCAF-classical_Macrophages-monocyte-derived","CP_SLC40A1",0.229520040202301,0.0672796050813839,0.0547342324260814,0.00151760508240983,"mCAF-classical","Macrophages-monocyte-derived",3.4114356040685,0.041234026485967
"mCAF-plastic_Macrophages-monocyte-derived","CP_SLC40A1",0.229520040202301,0.0947407262984808,0.0420892596975554,0.000681850258313577,"mCAF-plastic","Macrophages-monocyte-derived",2.42261220881079,0.0217901211890828
"T-cells-CD4-Treg_Macrophages-monocyte-derived","CP_SLC40A1",0.256233176341788,0.109191316330585,0.0443838497369718,0.000461573094489021,"T-cells-CD4-Treg","Macrophages-monocyte-derived",2.34664426579513,0.0158785304493487
"Cancer-Basal/Plastic-pat4_Macrophages-monocyte-derived","CP_SLC40A1",0.352686572471992,0.100791162834637,0.0572099745077168,5.33825482029737e-06,"Cancer-Basal/Plastic-pat4","Macrophages-monocyte-derived",3.49918150116619,0.000339598799951953
"mCAF-patient4-specific_LumProgenitors-shared","CSF1_CSF1R",0.194388845138585,0.0481631380238292,0.0350887106880044,1.54104294443069e-05,"mCAF-patient4-specific","LumProgenitors-shared",4.03605024744047,0.000873170436175641
"iCAF-classical_Myoepithelial","CSF1_CSF1R",0.319589973019196,0.0766544232461244,0.0498732479545467,5.55007495184334e-07,"iCAF-classical","Myoepithelial",4.16923067822253,4.44817593159548e-05
"LumProgenitors-Cycl-pat4_Macrophages-immunoregulatory","CSF1_CSF1R",0.652604091705974,0.0909684119945398,0.0688144509489414,1.11022302462516e-16,"LumProgenitors-Cycl-pat4","Macrophages-immunoregulatory",7.17396376827096,2.80177298127069e-14
"iCAF-classical_Macrophages-immunoregulatory","CSF1_CSF1R",0.888227514160814,0.0551164431222013,0.0559822262131455,0,"iCAF-classical","Macrophages-immunoregulatory",16.1154723317592,0
"Plasma-cells_Macrophages-immunoregulatory","CSF1_CSF1R",0.645044106203958,0.0528436565324871,0.0364202205065766,0,"Plasma-cells","Macrophages-immunoregulatory",12.2066516310695,0
"Macrophages-immunoregulatory_Macrophages-immunoregulatory","CSF1_CSF1R",0.687202106156154,0.122950895431832,0.1401629059696,2.84052764897291e-05,"Macrophages-immunoregulatory","Macrophages-immunoregulatory",5.58924035276473,0.00150046406763366
"Endothelial_Macrophages-immunoregulatory","CSF1_CSF1R",0.756074405811254,0.127668074366043,0.128177055561069,4.727789121306e-07,"Endothelial","Macrophages-immunoregulatory",5.92218853120222,3.83747613304553e-05
"mCAF-plastic_Macrophages-immunoregulatory","CSF1_CSF1R",0.669561131625059,0.0589515080546647,0.0513817813107117,0,"mCAF-plastic","Macrophages-immunoregulatory",11.357828726013,0
"T-cells-CD8-effector_Macrophages-immunoregulatory","CSF1_CSF1R",0.698211609471212,0.0699169046718723,0.064135875894468,0,"T-cells-CD8-effector","Macrophages-immunoregulatory",9.98630606929749,0
"mCAF-remodeling_Macrophages-immunoregulatory","CSF1_CSF1R",0.80965480722158,0.0638310488576378,0.0573378082618481,0,"mCAF-remodeling","Macrophages-immunoregulatory",12.6843412682651,0
"Macrophages-monocyte-derived_Macrophages-immunoregulatory","CSF1_CSF1R",0.645791701019027,0.0531619410420667,0.0512670629777287,0,"Macrophages-monocyte-derived","Macrophages-immunoregulatory",12.1476320909354,0
"iCAF-secretory_Macrophages-immunoregulatory","CSF1_CSF1R",0.745734540820132,0.117063710395785,0.131279055261598,8.38854144813439e-07,"iCAF-secretory","Macrophages-immunoregulatory",6.37033063704242,6.46843699328545e-05
"T-cells-atypical_Macrophages-immunoregulatory","CSF1_CSF1R",0.640866882170157,0.067547346898581,0.0609516724095171,0,"T-cells-atypical","Macrophages-immunoregulatory",9.48766919198746,0
"T-cells-CD4-Treg_Macrophages-immunoregulatory","CSF1_CSF1R",0.700932685804226,0.048634412828419,0.0311856642711281,0,"T-cells-CD4-Treg","Macrophages-immunoregulatory",14.4122781594403,0
"LumProgenitors-transitional-pat4_Macrophages-immunoregulatory","CSF1_CSF1R",0.683716277623171,0.13805769310915,0.188382058450591,0.00188643555769197,"LumProgenitors-transitional-pat4","Macrophages-immunoregulatory",4.95239535172167,0.0487900780999042
"mCAF-patient4-specific_Macrophages-immunoregulatory","CSF1_CSF1R",0.810189462699482,0.14354819417884,0.187513047739062,0.000188865447826814,"mCAF-patient4-specific","Macrophages-immunoregulatory",5.64402406685873,0.00757055592554738
"mCAF-remodeling_Endothelial","CSF1_CSF1R",0.210722666860181,0.0765608614894523,0.0402155503366557,0.000424862082132438,"mCAF-remodeling","Endothelial",2.75235495997145,0.0148219797708191
"iCAF-classical_mCAF-plastic","CSF1_CSF1R",0.277063708483619,0.0489182331890414,0.0312347315933393,1.3944401189292e-13,"iCAF-classical","mCAF-plastic",5.66381266087277,2.75345566208883e-11
"iCAF-classical_T-cells-CD8-effector","CSF1_CSF1R",0.326553198489192,0.0748777018872995,0.033091291949706,1.4210854715202e-14,"iCAF-classical","T-cells-CD8-effector",4.36115412543906,3.07135510149083e-12
"iCAF-classical_PVL","CSF1_CSF1R",0.291329003609859,0.051164702333586,0.0330734069688003,1.91291427142914e-13,"iCAF-classical","PVL",5.69394505044587,3.73923571575656e-11
"mCAF-remodeling_PVL","CSF1_CSF1R",0.212756296670624,0.0753636687337732,0.0456421213535007,0.00130531131972267,"mCAF-remodeling","PVL",2.82306183132086,0.0366708673970849
"mCAF-classical_apCAF-classical","CSF1_CSF1R",0.432812615141818,0.0963461344354893,0.0761511697395619,4.97166738233634e-06,"mCAF-classical","apCAF-classical",4.49226756919467,0.000319079388372434
"Myoepithelial_apCAF-classical","CSF1_CSF1R",0.474247202273481,0.137442430907153,0.112473950974174,0.00137441418459172,"Myoepithelial","apCAF-classical",3.45051523858635,0.0381484264324738
"Macrophages-immunoregulatory_apCAF-classical","CSF1_CSF1R",0.437087076314855,0.0648346262149902,0.0528388033798899,9.26925203259543e-13,"Macrophages-immunoregulatory","apCAF-classical",6.74156853878488,1.68192073172095e-10
"T-cells-CD8-effector_apCAF-classical","CSF1_CSF1R",0.448096579629914,0.124992425957331,0.0989246620958998,0.00054507578844798,"T-cells-CD8-effector","apCAF-classical",3.58498985996864,0.018156451578737
"mCAF-remodeling_apCAF-classical","CSF1_CSF1R",0.559539777380281,0.066990374342085,0.0659801961573208,4.16333634234434e-14,"mCAF-remodeling","apCAF-classical",8.35253994138027,8.60651008874373e-12
"T-cells-CD4-Treg_apCAF-classical","CSF1_CSF1R",0.450817655962928,0.0638164087882263,0.0464910197188665,0,"T-cells-CD4-Treg","apCAF-classical",7.06429058800471,0
"iCAF-classical_B/T-mixed-patient4","CSF1_CSF1R",0.326896067673426,0.0878894745689802,0.0417594784684268,5.22036169847695e-09,"iCAF-classical","B/T-mixed-patient4",3.71939949893387,6.0283755432169e-07
"LumProgenitors-shared_Macrophages-monocyte-derived","CSF1_CSF1R",0.686799590673964,0.139575671853142,0.150498323926732,0.000138409293146791,"LumProgenitors-shared","Macrophages-monocyte-derived",4.9206253608193,0.00580781044564713
"LumProgenitors-Cycl-pat4_Macrophages-monocyte-derived","CSF1_CSF1R",0.679334223285676,0.0795766840615021,0.0785847714813804,1.15463194561016e-14,"LumProgenitors-Cycl-pat4","Macrophages-monocyte-derived",8.53685009996951,2.51454486372055e-12
"iCAF-classical_Macrophages-monocyte-derived","CSF1_CSF1R",0.914957645740516,0.0741410442925736,0.0373440672255792,0,"iCAF-classical","Macrophages-monocyte-derived",12.3407709517812,0
"Plasma-cells_Macrophages-monocyte-derived","CSF1_CSF1R",0.671774237783661,0.0690656026682485,0.0703966481845914,0,"Plasma-cells","Macrophages-monocyte-derived",9.72661081393118,0
"mCAF-classical_Macrophages-monocyte-derived","CSF1_CSF1R",0.709657776562819,0.129537683703484,0.134669985982609,8.24743837957165e-06,"mCAF-classical","Macrophages-monocyte-derived",5.47838865319876,0.000502246537730792
"Myoepithelial_Macrophages-monocyte-derived","CSF1_CSF1R",0.751092363694482,0.0754890306355053,0.0732856357794957,0,"Myoepithelial","Macrophages-monocyte-derived",9.94968881400916,0
"Endothelial_Macrophages-monocyte-derived","CSF1_CSF1R",0.782804537390956,0.108633484772868,0.0797621709240453,0,"Endothelial","Macrophages-monocyte-derived",7.20592310030052,0
"PVL_Macrophages-monocyte-derived","CSF1_CSF1R",0.71283559293456,0.0896384808854005,0.116325352711621,4.22227341978498e-08,"PVL","Macrophages-monocyte-derived",7.95233906123302,4.17829140499556e-06
"B-cells-activated_Macrophages-monocyte-derived","CSF1_CSF1R",0.667597013749859,0.068395018017702,0.0483893869419817,0,"B-cells-activated","Macrophages-monocyte-derived",9.76090120448645,0
"mCAF-remodeling_Macrophages-monocyte-derived","CSF1_CSF1R",0.836384938801282,0.147545926499953,0.16227947401373,1.09408965963675e-05,"mCAF-remodeling","Macrophages-monocyte-derived",5.6686413419997,0.000644868784633548
"B/T-mixed-patient4_Macrophages-monocyte-derived","CSF1_CSF1R",0.680405263290847,0.0628743712599483,0.0430003963941242,0,"B/T-mixed-patient4","Macrophages-monocyte-derived",10.8216630982722,0
"iCAF-secretory_Macrophages-monocyte-derived","CSF1_CSF1R",0.772464672399834,0.0921446949537341,0.132912537443419,1.53943683356417e-07,"iCAF-secretory","Macrophages-monocyte-derived",8.38317032562416,1.373923270039e-05
"T-cells-CD4-Treg_Macrophages-monocyte-derived","CSF1_CSF1R",0.727662817383928,0.0891845769074182,0.0612677150902021,0,"T-cells-CD4-Treg","Macrophages-monocyte-derived",8.15906564359563,0
"LumProgenitors-transitional-pat4_Macrophages-monocyte-derived","CSF1_CSF1R",0.710446409202873,0.101020115231238,0.0549123047100623,0,"LumProgenitors-transitional-pat4","Macrophages-monocyte-derived",7.03272222147682,0
"Cancer-Basal/Plastic-pat4_Macrophages-monocyte-derived","CSF1_CSF1R",0.676235833874897,0.0758496818447155,0.0708490580423507,0,"Cancer-Basal/Plastic-pat4","Macrophages-monocyte-derived",8.9154735712581,0
"mCAF-patient4-specific_Macrophages-monocyte-derived","CSF1_CSF1R",0.836919594279184,0.15488536174229,0.123199371566336,1.5471078418372e-08,"mCAF-patient4-specific","Macrophages-monocyte-derived",5.4034776744862,1.64852592817897e-06
"iCAF-classical_T-cells-atypical","CSF1_CSF1R",0.2735122345863,0.0589248902080546,0.0481646697073033,4.1890854185489e-06,"iCAF-classical","T-cells-atypical",4.64170970231036,0.000274205177833357
"iCAF-secretory_mCAF-patient4-specific","CSF1_CSF1R",0.165688363860702,0.068015118158335,0.0253684498387404,5.90141236515018e-05,"iCAF-secretory","mCAF-patient4-specific",2.43605198883856,0.00281757179595902
"mCAF-patient4-specific_LumProgenitors-shared","CTHRC1_FZD3",1.7224617688974,0.204538304628586,0.448315240223206,0.000354804322328706,"mCAF-patient4-specific","LumProgenitors-shared",8.42121856844939,0.012787258948022
"apCAF-classical_LumProgenitors-Cycl-pat4","CTHRC1_FZD3",1.35610365471806,0.138493621044878,0.254235267753547,8.36803077053361e-07,"apCAF-classical","LumProgenitors-Cycl-pat4",9.79181311375073,6.45611469843551e-05
"mCAF-remodeling_LumProgenitors-Cycl-pat4","CTHRC1_FZD3",1.47896669596414,0.164989889457603,0.307215512433802,9.46921711852955e-06,"mCAF-remodeling","LumProgenitors-Cycl-pat4",8.96398379819621,0.000567197746696285
"iCAF-classical_iCAF-classical","CTHRC1_FZD3",0.854689670860969,0.0779468617762395,0.0477764831498053,0,"iCAF-classical","iCAF-classical",10.9650299112042,0
"mCAF-classical_iCAF-classical","CTHRC1_FZD3",1.79384510040964,0.136095277730771,0.105259792037587,0,"mCAF-classical","iCAF-classical",13.1808034071417,0
"mCAF-remodeling_iCAF-classical","CTHRC1_FZD3",1.43306294985416,0.205659515834573,0.277936547958661,5.02422459602858e-06,"mCAF-remodeling","iCAF-classical",6.96813344152222,0.000322065679232601
"mCAF-remodeling_Plasma-cells","CTHRC1_FZD3",1.45956162143277,0.0965468225927454,0.0718286190035558,0,"mCAF-remodeling","Plasma-cells",15.1176556849468,0
"mCAF-patient4-specific_Plasma-cells","CTHRC1_FZD3",1.68506700809412,0.0528876025868125,0.0283217088029268,0,"mCAF-patient4-specific","Plasma-cells",31.8612855503927,0
"mCAF-classical_mCAF-classical","CTHRC1_FZD3",1.79384510040964,0.181112296640572,0.440620419278425,0.000126038314739785,"mCAF-classical","mCAF-classical",9.90460136436588,0.00536506816202907
"apCAF-classical_mCAF-classical","CTHRC1_FZD3",1.31019990860808,0.0869696343344225,0.0573553387825622,0,"apCAF-classical","mCAF-classical",15.0650272205353,0
"iCAF-classical_Myoepithelial","CTHRC1_FZD3",0.904643081343606,0.0511346804443359,0.0448446051650479,0,"iCAF-classical","Myoepithelial",17.6913803603091,0
"mCAF-classical_Myoepithelial","CTHRC1_FZD3",1.84379851089228,0.180083210751645,0.411252324039396,2.61074025458274e-05,"mCAF-classical","Myoepithelial",10.2385919442267,0.00139441711498516
"mCAF-plastic_Endothelial","CTHRC1_FZD3",0.977690275750798,0.0773216756226766,0.0743393132785723,0,"mCAF-plastic","Endothelial",12.6444527731376,0
"mCAF-patient4-specific_pDCs","CTHRC1_FZD3",1.68695188443796,0.27025348294513,0.394277110395848,0.000163349645315836,"mCAF-patient4-specific","pDCs",6.24210968922262,0.0066856843822422
"mCAF-remodeling_mCAF-plastic","CTHRC1_FZD3",1.43306294985416,0.150668682036027,0.125125094675464,0,"mCAF-remodeling","mCAF-plastic",9.51135252853339,0
"mCAF-patient4-specific_T-cells-CD8-effector","CTHRC1_FZD3",1.70919690350346,0.187983832119099,0.404656774827966,8.520577156923e-05,"mCAF-patient4-specific","T-cells-CD8-effector",9.0922548191303,0.00384397080475368
"mCAF-classical_PVL","CTHRC1_FZD3",1.83016871222627,0.226271535394616,0.302802133052124,5.89090204394793e-08,"mCAF-classical","PVL",8.08837359517833,5.67453948577679e-06
"mCAF-patient4-specific_PVL","CTHRC1_FZD3",1.69489194833213,0.287886706209771,0.441743719209942,0.000723478536351907,"mCAF-patient4-specific","PVL",5.88735746310264,0.0228610447402203
"mCAF-remodeling_B-cells-activated","CTHRC1_FZD3",1.47355281712544,0.251883987335568,0.400159147765078,0.00113299053368066,"mCAF-remodeling","B-cells-activated",5.85012502268486,0.0327620030538745
"iCAF-secretory_B-cells-activated","CTHRC1_FZD3",0.304439039620633,0.072125139558116,0.0401881979591658,3.72063135856138e-09,"iCAF-secretory","B-cells-activated",4.2209837164381,4.39505362195355e-07
"mCAF-classical_B/T-mixed-patient4","CTHRC1_FZD3",1.79751233102273,0.185230916915838,0.408683985220409,3.98905817792228e-05,"mCAF-classical","B/T-mixed-patient4",9.70417012965205,0.00200696995535103
"mCAF-classical_Macrophages-monocyte-derived","CTHRC1_FZD3",1.79384510040964,0.0905810612506318,0.111997625717551,0,"mCAF-classical","Macrophages-monocyte-derived",19.8037545116213,0
"mCAF-remodeling_Macrophages-monocyte-derived","CTHRC1_FZD3",1.43306294985416,0.163609215072216,0.262253180566101,6.47350409610503e-07,"mCAF-remodeling","Macrophages-monocyte-derived",8.75906011297476,5.11443910753077e-05
"mCAF-classical_iCAF-secretory","CTHRC1_FZD3",1.79384510040964,0.195289603529942,0.290146917321711,1.79958707935413e-08,"mCAF-classical","iCAF-secretory",9.18556373706095,1.89722189007124e-06
"mCAF-patient4-specific_iCAF-secretory","CTHRC1_FZD3",1.65856833651551,0.271825795981765,0.419876699554361,0.00047872977180019,"mCAF-patient4-specific","iCAF-secretory",6.10158550451472,0.0163411831239685
"PVL_T-cells-atypical","CTHRC1_FZD3",0.14144238773404,0.0627658870441064,0.0266493601546079,0.00157715930384417,"PVL","T-cells-atypical",2.2534914169961,0.0424768854276684
"mCAF-patient4-specific_LumProgenitors-transitional-pat4","CTHRC1_FZD3",1.72752155815516,0.141460419190974,0.253105996297081,1.84755877263854e-10,"mCAF-patient4-specific","LumProgenitors-transitional-pat4",12.2120489111726,2.58961106656713e-08
"mCAF-remodeling_Cancer-Basal/Plastic-pat4","CTHRC1_FZD3",1.53106442368736,0.145013042006872,0.11230202167517,0,"mCAF-remodeling","Cancer-Basal/Plastic-pat4",10.5581153425828,0
"iCAF-classical_mCAF-patient4-specific","CTHRC1_FZD3",0.854689670860969,0.0790204309669713,0.0857477002085456,0,"iCAF-classical","mCAF-patient4-specific",10.8160593456926,0
"mCAF-classical_mCAF-patient4-specific","CTHRC1_FZD3",1.79384510040964,0.296054010186189,0.344557628979177,6.9006952082562e-06,"mCAF-classical","mCAF-patient4-specific",6.05918190157765,0.000428101465901832
"apCAF-classical_mCAF-patient4-specific","CTHRC1_FZD3",1.31019990860808,0.08972298058042,0.0863762322297794,0,"apCAF-classical","mCAF-patient4-specific",14.6027238521543,0
"mCAF-classical_Cancer-Basal/Cycl-pat4","CTHRC1_FZD6",1.92477478945971,0.284029165362063,0.516894900448157,0.000751161321093985,"mCAF-classical","Cancer-Basal/Cycl-pat4",6.77668008849062,0.0235754187642734
"mCAF-remodeling_Cancer-Basal/Cycl-pat4","CTHRC1_FZD6",1.56399263890422,0.122146392857368,0.117876185570052,0,"mCAF-remodeling","Cancer-Basal/Cycl-pat4",12.804247447,0
"mCAF-classical_LumProgenitors-shared","CTHRC1_FZD6",1.81334223441669,0.110086257358861,0.123450067048779,0,"mCAF-classical","LumProgenitors-shared",16.4720127463823,0
"mCAF-plastic_LumProgenitors-shared","CTHRC1_FZD6",0.989087870096591,0.198663094718919,0.26256447247311,0.0013045079766667,"mCAF-plastic","LumProgenitors-shared",4.97871973401006,0.0366531160055876
"mCAF-remodeling_LumProgenitors-shared","CTHRC1_FZD6",1.4525600838612,0.17424498504367,0.25819055578804,3.69065179084416e-07,"mCAF-remodeling","LumProgenitors-shared",8.3363092687985,3.06955961203478e-05
"mCAF-classical_iCAF-classical","CTHRC1_FZD6",1.80020540460764,0.132299772475587,0.117717918015042,0,"mCAF-classical","iCAF-classical",13.6070181446444,0
"apCAF-classical_iCAF-classical","CTHRC1_FZD6",1.31656021280607,0.19889447711872,0.296791394080604,8.29985807400124e-05,"apCAF-classical","iCAF-classical",6.61939050233265,0.00375987000809106
"mCAF-classical_Plasma-cells","CTHRC1_FZD6",1.79384510040964,0.313653814010471,0.477681108271341,0.000971852903969062,"mCAF-classical","Plasma-cells",5.71918790807293,0.0290292842682206
"mCAF-classical_mCAF-classical","CTHRC1_FZD6",1.79384510040964,0.259997896353027,0.329215195113901,1.58795835758507e-06,"mCAF-classical","mCAF-classical",6.89946005553041,0.00011482614984229
"iCAF-secretory_Myoepithelial","CTHRC1_FZD6",0.342774459729464,0.0966392667664733,0.0653060597094449,8.19682659459753e-05,"iCAF-secretory","Myoepithelial",3.5469480595064,0.00372029235501693
"mCAF-patient4-specific_Macrophages-immunoregulatory","CTHRC1_FZD6",1.65856833651551,0.112635250732615,0.146163214259931,0,"mCAF-patient4-specific","Macrophages-immunoregulatory",14.7251266874949,0
"iCAF-classical_Endothelial","CTHRC1_FZD6",0.895557278652668,0.0930580424550308,0.086845654124586,0,"iCAF-classical","Endothelial",9.62364192310874,0
"mCAF-classical_Endothelial","CTHRC1_FZD6",1.83471270820134,0.319308931991041,0.48842401551548,0.000959014754127407,"mCAF-classical","Endothelial",5.74588595677875,0.0287079901540135
"mCAF-plastic_Endothelial","CTHRC1_FZD6",1.01045834388124,0.167071150783044,0.140067424783036,8.65138849448499e-10,"mCAF-plastic","Endothelial",6.04807196901043,1.11635031131673e-07
"apCAF-classical_Endothelial","CTHRC1_FZD6",1.35106751639978,0.181783459552579,0.259046715503818,3.18387187803193e-06,"apCAF-classical","Endothelial",7.43229070304381,0.000214753112631532
"mCAF-patient4-specific_Endothelial","CTHRC1_FZD6",1.69943594430721,0.244713852854928,0.430865244338062,0.000367364334160514,"mCAF-patient4-specific","Endothelial",6.94458415198371,0.0131586303186946
"mCAF-classical_pDCs","CTHRC1_FZD6",1.8085796090592,0.117225369484345,0.117363396992035,0,"mCAF-classical","pDCs",15.4282269871688,0
"apCAF-classical_mCAF-plastic","CTHRC1_FZD6",1.34429978895091,0.131538354852794,0.107934553440029,0,"apCAF-classical","mCAF-plastic",10.2198312458395,0
"mCAF-patient4-specific_mCAF-plastic","CTHRC1_FZD6",1.69266821685834,0.238992133030079,0.413227409624289,0.000217521088232364,"mCAF-patient4-specific","mCAF-plastic",7.08252692420342,0.00852496014111988
"mCAF-classical_T-cells-CD8-effector","CTHRC1_FZD6",1.80610084740295,0.303701922984055,0.376095031727289,3.23837126310345e-05,"mCAF-classical","T-cells-CD8-effector",5.94695229340965,0.0016805094864976
"mCAF-patient4-specific_T-cells-CD8-effector","CTHRC1_FZD6",1.67082408350881,0.325907855643452,0.32754564241739,2.01247996424181e-05,"mCAF-patient4-specific","T-cells-CD8-effector",5.12667631226637,0.00110794152682751
"iCAF-classical_B-cells-activated","CTHRC1_FZD6",0.886671294595717,0.148156089260897,0.124905939229496,1.68404523659405e-09,"iCAF-classical","B-cells-activated",5.98471044301342,2.08072063191894e-07
"apCAF-classical_B-cells-activated","CTHRC1_FZD6",1.34218153234283,0.157313851584036,0.335087767186728,0.00020312345952056,"apCAF-classical","B-cells-activated",8.53187128042468,0.00804999341290807
"mCAF-remodeling_B-cells-activated","CTHRC1_FZD6",1.46504457358891,0.102297256917908,0.114990360332764,0,"mCAF-remodeling","B-cells-activated",14.321445342025,0
"mCAF-classical_apCAF-classical","CTHRC1_FZD6",1.81216105176815,0.291419252311358,0.49748995778984,0.0011184587192905,"mCAF-classical","apCAF-classical",6.21839853542691,0.0324367936091859
"mCAF-classical_Cancer-Transitional-pat4","CTHRC1_FZD6",2.04039465201177,0.385803363217431,0.532649087701985,0.00094708116431641,"mCAF-classical","Cancer-Transitional-pat4",5.28869068168761,0.028416423199415
"mCAF-patient4-specific_mCAF-remodeling","CTHRC1_FZD6",1.65856833651551,0.303746377741988,0.34288722644016,3.88773332469228e-05,"mCAF-patient4-specific","mCAF-remodeling",5.46037239635612,0.00196594037888094
"mCAF-classical_Macrophages-monocyte-derived","CTHRC1_FZD6",1.79976230394747,0.219588481007381,0.437130652619691,0.000150244753626017,"mCAF-classical","Macrophages-monocyte-derived",8.19606882697536,0.00622561133809461
