"interaction_pairs","interaction","value","scram_mean","scram_sd","p_val","cell_type1","cell_type2","interact_ratio","p_val_adj"
"Macrophages-monocyte-derived_Cancer-Basal/Cycl-pat4","LAMC2_ITGA3",0.361328780332698,0.0722208849288294,0.0747109739913762,5.44881508998118e-05,"Macrophages-monocyte-derived","Cancer-Basal/Cycl-pat4",5.00310652090143,0.00263027151193197
"Cancer-Basal/Cycl-pat4_LumProgenitors-Cycl-pat4","LAMC2_ITGA3",0.594824982919726,0.0692253490952748,0.06401264953427,1.11022302462516e-16,"Cancer-Basal/Cycl-pat4","LumProgenitors-Cycl-pat4",8.59258914102504,2.80177298127069e-14
"Myoepithelial_LumProgenitors-Cycl-pat4","LAMC2_ITGA3",0.366557489496219,0.0544275358275064,0.0474500995565764,2.38301600674617e-11,"Myoepithelial","LumProgenitors-Cycl-pat4",6.73478017924466,3.75226277305337e-09
"Cancer-Transitional-pat4_LumProgenitors-Cycl-pat4","LAMC2_ITGA3",0.188575320891353,0.0330181602891185,0.0465441491485724,0.00041567243774332,"Cancer-Transitional-pat4","LumProgenitors-Cycl-pat4",5.71126068927288,0.0145524500151723
"Cancer-Basal/Cycl-pat4_Myoepithelial","LAMC2_ITGA3",0.995256032025888,0.074507859659582,0.0941711808208546,0,"Cancer-Basal/Cycl-pat4","Myoepithelial",13.3577321449455,0
"LumProgenitors-shared_Myoepithelial","LAMC2_ITGA3",0.637352100894048,0.0352377881860195,0.0455457296747296,0,"LumProgenitors-shared","Myoepithelial",18.0871766845717,0
"LumProgenitors-Cycl-pat4_Myoepithelial","LAMC2_ITGA3",0.700650217735666,0.140357511236767,0.146225932016799,6.36325484579814e-05,"LumProgenitors-Cycl-pat4","Myoepithelial",4.9918968465731,0.00300684364604698
"iCAF-classical_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.10700060449175,0.164294901950571,0.00187628789745897,"iCAF-classical","Myoepithelial",5.45013227029923,0.0486003938290619
"Plasma-cells_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.111676080803606,0.107176097154805,5.43200056823956e-06,"Plasma-cells","Myoepithelial",5.22195481150141,0.000344895327925503
"Macrophages-immunoregulatory_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.121593127551242,0.147944712213253,0.000904528764450574,"Macrophages-immunoregulatory","Myoepithelial",4.79605598791964,0.0273663161219123
"Endothelial_Myoepithelial","LAMC2_ITGA3",0.593022766340912,0.0965424278050201,0.159112416065771,0.000903298706422806,"Endothelial","Myoepithelial",6.14261294048456,0.0273387750085486
"pDCs_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.0866645118978709,0.108845995480838,2.53925963866752e-06,"pDCs","Myoepithelial",6.72902246503434,0.000175908847112359
"mCAF-plastic_Myoepithelial","LAMC2_ITGA3",0.599869548856775,0.107843173420514,0.106056449172471,1.74806073993672e-06,"mCAF-plastic","Myoepithelial",5.56242486038219,0.000125385229248817
"T-cells-CD8-effector_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.102668587204157,0.133626783539926,0.00016168102796088,"T-cells-CD8-effector","Myoepithelial",5.68009615562723,0.00662690694662286
"PVL_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.0832075829091047,0.0697036987404756,3.67816888058314e-13,"PVL","Myoepithelial",7.00858536077242,6.99473841836875e-11
"Cancer-Transitional-pat4_Myoepithelial","LAMC2_ITGA3",0.589006369997514,0.0875132400267921,0.120384025650474,1.55146247625693e-05,"Cancer-Transitional-pat4","Myoepithelial",6.73048295111906,0.00087836075830994
"mCAF-remodeling_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.0789750842247773,0.0756575672984034,1.33112409983482e-11,"mCAF-remodeling","Myoepithelial",7.38419532193482,2.16370932577714e-09
"iCAF-secretory_Myoepithelial","LAMC2_ITGA3",0.583167447482009,0.0826662703157641,0.0887305274080595,8.46862557857264e-09,"iCAF-secretory","Myoepithelial",7.05447875239149,9.43041790789217e-07
"Cancer-Basal/Plastic-pat4_Myoepithelial","LAMC2_ITGA3",0.69500190201373,0.0680257348405533,0.0697672769877539,0,"Cancer-Basal/Plastic-pat4","Myoepithelial",10.2167496410404,0
"mCAF-patient4-specific_Myoepithelial","LAMC2_ITGA3",0.604311037818269,0.112093823599998,0.113804931308033,7.62328435899295e-06,"mCAF-patient4-specific","Myoepithelial",5.39111806886636,0.000467204003019901
"Cancer-Basal/Cycl-pat4_Macrophages-immunoregulatory","LAMC2_ITGA3",0.412088584543879,0.0901748589363253,0.0862812030610992,9.53669433696458e-05,"Cancer-Basal/Cycl-pat4","Macrophages-immunoregulatory",4.56988332895385,0.00422164277692215
"Cancer-Transitional-pat4_Endothelial","LAMC2_ITGA3",0.106820379576445,0.025055861563921,0.020984244822567,4.88020848909976e-05,"Cancer-Transitional-pat4","Endothelial",4.2632890233661,0.00238924545246238
"Cancer-Basal/Cycl-pat4_pDCs","LAMC2_ITGA3",0.412088584543879,0.0235540636281206,0.0260248667096311,0,"Cancer-Basal/Cycl-pat4","pDCs",17.4954348026766,0
"Myoepithelial_PVL","LAMC2_ITGA3",0.201123940326009,0.0497432303086607,0.0507665193086064,0.00143232535878079,"Myoepithelial","PVL",4.04324244883211,0.0394408432128045
"Cancer-Basal/Cycl-pat4_B-cells-activated","LAMC2_ITGA3",0.412088584543879,0.086147335949422,0.0630273516001377,1.16157492291435e-07,"Cancer-Basal/Cycl-pat4","B-cells-activated",4.78353253762623,1.06082734361437e-05
"Cancer-Basal/Cycl-pat4_mCAF-remodeling","LAMC2_ITGA3",0.412088584543879,0.0761490508184616,0.0709732915743341,1.10436633193878e-06,"Cancer-Basal/Cycl-pat4","mCAF-remodeling",5.41160500511415,8.26679402738272e-05
"Cancer-Basal/Cycl-pat4_B/T-mixed-patient4","LAMC2_ITGA3",0.413806736377108,0.0891859448396963,0.103757206592473,0.000878033512398235,"Cancer-Basal/Cycl-pat4","B/T-mixed-patient4",4.63982006493162,0.0266969649040004
"Myoepithelial_T-cells-CD4-Treg","LAMC2_ITGA3",0.245734213323112,0.0377847737571437,0.0448958336020454,1.81232230389572e-06,"Myoepithelial","T-cells-CD4-Treg",6.50352480347067,0.000129581347793673
"Cancer-Basal/Cycl-pat4_LumProgenitors-transitional-pat4","LAMC2_ITGA3",0.519088911463598,0.104783042642367,0.0959447073182153,7.86629578652942e-06,"Cancer-Basal/Cycl-pat4","LumProgenitors-transitional-pat4",4.95394004958695,0.000480543219311421
"Cancer-Basal/Cycl-pat4_Cancer-Basal/Plastic-pat4","LAMC2_ITGA3",0.517763585509341,0.106884786722889,0.124000613176592,0.000460643776616698,"Cancer-Basal/Cycl-pat4","Cancer-Basal/Plastic-pat4",4.84412797540309,0.0158529395027885
"LumProgenitors-Cycl-pat4_mCAF-patient4-specific","LAMC2_ITGA3",0.218718213611495,0.0247396312628217,0.0322222459805514,8.71974714655721e-10,"LumProgenitors-Cycl-pat4","mCAF-patient4-specific",8.84080329605319,1.12449227908091e-07
"Cancer-Basal/Cycl-pat4_LumProgenitors-shared","LAMC2_ITGA6",0.563307709035961,0.0873465447349054,0.0906958552462699,7.69288109880861e-08,"Cancer-Basal/Cycl-pat4","LumProgenitors-shared",6.44911267807543,7.25183389137967e-06
"LumProgenitors-Cycl-pat4_LumProgenitors-shared","LAMC2_ITGA6",0.26870189474574,0.0649254550204407,0.0635853296041068,0.000675849168048859,"LumProgenitors-Cycl-pat4","LumProgenitors-shared",4.13862166481765,0.0216374986400724
"Cancer-Basal/Cycl-pat4_LumProgenitors-Cycl-pat4","LAMC2_ITGA6",0.765504609045859,0.0815935850643638,0.127531358066721,4.09960295710832e-08,"Cancer-Basal/Cycl-pat4","LumProgenitors-Cycl-pat4",9.38192148858274,4.06536827688194e-06
"mCAF-classical_LumProgenitors-Cycl-pat4","LAMC2_ITGA6",0.453862266076517,0.118982606281108,0.0803543422959819,1.5395456559042e-05,"mCAF-classical","LumProgenitors-Cycl-pat4",3.81452617539931,0.000872654160566221
"mCAF-remodeling_LumProgenitors-Cycl-pat4","LAMC2_ITGA6",0.35341602450198,0.112778023705553,0.0824821767542201,0.00176450544988571,"mCAF-remodeling","LumProgenitors-Cycl-pat4",3.13373131475241,0.0463348181068073
"Cancer-Basal/Cycl-pat4_pDCs","LAMC2_ITGA6",0.432710532064677,0.191799021400043,0.0750783654966536,0.000666449282913151,"Cancer-Basal/Cycl-pat4","pDCs",2.25606225154901,0.0213878138612245
"Cancer-Basal/Cycl-pat4_T-cells-CD8-effector","LAMC2_ITGA6",0.590523400274572,0.172439747098992,0.134084056841204,0.000910193708612117,"Cancer-Basal/Cycl-pat4","T-cells-CD8-effector",3.42452021769419,0.027508505509486
"Cancer-Basal/Cycl-pat4_PVL","LAMC2_ITGA6",0.522042533968521,0.106724880974959,0.0986233782385454,1.27038044508421e-05,"Cancer-Basal/Cycl-pat4","PVL",4.89147918647957,0.0007359908392377
"Cancer-Basal/Cycl-pat4_apCAF-classical","LAMC2_ITGA6",0.430404535902386,0.111076955983902,0.0728284884014788,5.80856619369907e-06,"Cancer-Basal/Cycl-pat4","apCAF-classical",3.87483193151929,0.000366464292769533
"Cancer-Basal/Cycl-pat4_Cancer-Transitional-pat4","LAMC2_ITGA6",1.12475909642897,0.134946860907899,0.116645908651086,0,"Cancer-Basal/Cycl-pat4","Cancer-Transitional-pat4",8.33482964228872,0
"LumProgenitors-Cycl-pat4_Cancer-Transitional-pat4","LAMC2_ITGA6",0.830153282138747,0.172689796030738,0.192101373157441,0.000310261064845219,"LumProgenitors-Cycl-pat4","Cancer-Transitional-pat4",4.80719359927314,0.0114503367154416
"iCAF-classical_Cancer-Transitional-pat4","LAMC2_ITGA6",0.712670511885091,0.140253752227546,0.132710510653098,8.04273777288422e-06,"iCAF-classical","Cancer-Transitional-pat4",5.08129373058672,0.000490760833272624
"mCAF-classical_Cancer-Transitional-pat4","LAMC2_ITGA6",0.813116753459628,0.0915745692947801,0.0906805572167244,8.88178419700125e-16,"mCAF-classical","Cancer-Transitional-pat4",8.87928558901752,2.12120823699332e-13
"Myoepithelial_Cancer-Transitional-pat4","LAMC2_ITGA6",0.896491603005461,0.120866277299817,0.112314400612302,2.4953372701475e-12,"Myoepithelial","Cancer-Transitional-pat4",7.41721862403071,4.35410891015533e-10
"Macrophages-immunoregulatory_Cancer-Transitional-pat4","LAMC2_ITGA6",0.712670511885091,0.15674355661136,0.128088038511742,7.11784417206651e-06,"Macrophages-immunoregulatory","Cancer-Transitional-pat4",4.54672923909804,0.00043954882334708
"apCAF-classical_Cancer-Transitional-pat4","LAMC2_ITGA6",0.712670511885091,0.107597849918189,0.0976913594637608,2.93807977946869e-10,"apCAF-classical","Cancer-Transitional-pat4",6.62346424605105,4.02702502636379e-08
"B/T-mixed-patient4_Cancer-Transitional-pat4","LAMC2_ITGA6",0.712670511885091,0.0906842109405041,0.0782413019534794,8.88178419700125e-16,"B/T-mixed-patient4","Cancer-Transitional-pat4",7.85881582354681,2.12120823699332e-13
"Macrophages-monocyte-derived_Cancer-Transitional-pat4","LAMC2_ITGA6",0.712670511885091,0.188121454761082,0.13354692064265,4.28586075268411e-05,"Macrophages-monocyte-derived","Cancer-Transitional-pat4",3.78835318273609,0.00213444253468366
"iCAF-secretory_Cancer-Transitional-pat4","LAMC2_ITGA6",0.712670511885091,0.11063666814426,0.12215159463529,4.14148175087448e-07,"iCAF-secretory","Cancer-Transitional-pat4",6.44153989666278,3.4092206205764e-05
"Cancer-Basal/Plastic-pat4_Cancer-Transitional-pat4","LAMC2_ITGA6",0.824504966416812,0.160913279457579,0.105769277433944,1.75995107376536e-10,"Cancer-Basal/Plastic-pat4","Cancer-Transitional-pat4",5.1239087861246,2.47411734309337e-08
"mCAF-patient4-specific_Cancer-Transitional-pat4","LAMC2_ITGA6",0.733814102221351,0.158145702286376,0.154351240141934,9.58919549788328e-05,"mCAF-patient4-specific","Cancer-Transitional-pat4",4.64011409486508,0.00424147033144863
"Cancer-Basal/Cycl-pat4_Macrophages-monocyte-derived","LAMC2_ITGA6",0.430133489113805,0.109628616028011,0.072248625938456,4.5793579031006e-06,"Cancer-Basal/Cycl-pat4","Macrophages-monocyte-derived",3.92355121042394,0.00029675238799083
"Cancer-Basal/Cycl-pat4_iCAF-secretory","LAMC2_ITGA6",0.412088584543879,0.090085226789135,0.109472717534276,0.00163364683128098,"Cancer-Basal/Cycl-pat4","iCAF-secretory",4.57443022826002,0.0436599162523517
"Cancer-Basal/Cycl-pat4_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.844314415090642,0.0753874765922053,0.0738815191453763,0,"Cancer-Basal/Cycl-pat4","Cancer-Basal/Plastic-pat4",11.1996640988238,0
"LumProgenitors-Cycl-pat4_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.54970860080042,0.0732053172664988,0.0860441801957439,1.53067918340355e-08,"LumProgenitors-Cycl-pat4","Cancer-Basal/Plastic-pat4",7.50913487334868,1.63305553008489e-06
"iCAF-classical_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.432225830546763,0.126428509021677,0.103357943280977,0.00154507799660941,"iCAF-classical","Cancer-Basal/Plastic-pat4",3.41873707039173,0.0418024709544031
"Myoepithelial_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.616046921667134,0.108740992618769,0.175060640187427,0.00187843044048619,"Myoepithelial","Cancer-Basal/Plastic-pat4",5.66526851402679,0.0486448396721496
"Macrophages-immunoregulatory_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.432225830546763,0.0945722102301953,0.0911682772141037,0.000106267846001429,"Macrophages-immunoregulatory","Cancer-Basal/Plastic-pat4",4.57032599211434,0.00463282726551201
"T-cells-CD8-effector_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.432225830546763,0.127796705073367,0.0930324098032815,0.000533398399739426,"T-cells-CD8-effector","Cancer-Basal/Plastic-pat4",3.382135950208,0.0178327496400057
"Cancer-Transitional-pat4_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.438064753062268,0.0893104571211626,0.114027188291579,0.00111217071273939,"Cancer-Transitional-pat4","Cancer-Basal/Plastic-pat4",4.90496597131924,0.0323041839717414
"T-cells-atypical_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.46094488662974,0.141462120704848,0.102760512280957,0.000938598289563108,"T-cells-atypical","Cancer-Basal/Plastic-pat4",3.25843331298187,0.0282047011895467
"Cancer-Basal/Plastic-pat4_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.544060285078485,0.123305766563692,0.109369839970005,5.97669857068661e-05,"Cancer-Basal/Plastic-pat4","Cancer-Basal/Plastic-pat4",4.41228581793421,0.00284937954607843
"mCAF-patient4-specific_Cancer-Basal/Plastic-pat4","LAMC2_ITGA6",0.453369420883024,0.123591589753607,0.100634034004785,0.000524579969545469,"mCAF-patient4-specific","Cancer-Basal/Plastic-pat4",3.6682869909422,0.0176054276166343
"Cancer-Basal/Cycl-pat4_mCAF-classical","LAMC2_ITGB1",1.12111784925683,0.152306451648778,0.114480501214316,0,"Cancer-Basal/Cycl-pat4","mCAF-classical",7.36093472811088,0
"LumProgenitors-Cycl-pat4_mCAF-classical","LAMC2_ITGB1",0.826512034966612,0.173257449246424,0.132734186179577,4.29362645215647e-07,"LumProgenitors-Cycl-pat4","mCAF-classical",4.77042712195921,3.52105372778993e-05
"Plasma-cells_mCAF-classical","LAMC2_ITGB1",0.709029264712955,0.156059559121962,0.153536004410058,0.000158154425948687,"Plasma-cells","mCAF-classical",4.54332479664921,0.00650808465854086
"Endothelial_mCAF-classical","LAMC2_ITGB1",0.718884583571858,0.172314328401233,0.13590547987812,2.88905432879183e-05,"Endothelial","mCAF-classical",4.17193735565587,0.00152196022866113
"PVL_mCAF-classical","LAMC2_ITGB1",0.709029264712955,0.228171140217472,0.148948131967516,0.000622511895065458,"PVL","mCAF-classical",3.10744498203048,0.0202269779791982
"LumProgenitors-transitional-pat4_mCAF-classical","LAMC2_ITGB1",0.742551429156316,0.113117626500654,0.131046833805693,7.81057006182806e-07,"LumProgenitors-transitional-pat4","mCAF-classical",6.56441840345745,6.07315151224353e-05
"Cancer-Basal/Plastic-pat4_mCAF-classical","LAMC2_ITGB1",0.820863719244676,0.140460889649927,0.11438925838284,1.3560687017744e-09,"Cancer-Basal/Plastic-pat4","mCAF-classical",5.84407318856178,1.70255321588416e-07
"mCAF-patient4-specific_mCAF-classical","LAMC2_ITGB1",0.730172855049215,0.0847716191660805,0.0978145999137484,2.08075778829198e-11,"mCAF-patient4-specific","mCAF-classical",8.6134116846193,3.30187065514038e-09
"Cancer-Basal/Cycl-pat4_Myoepithelial","LAMC2_ITGB1",0.669123890921078,0.198250227162827,0.147830696951452,0.000723213730584038,"Cancer-Basal/Cycl-pat4","Myoepithelial",3.37514816753028,0.022856056023115
"LumProgenitors-Cycl-pat4_Endothelial","LAMC2_ITGB1",0.424906564183134,0.132699033106183,0.0793875713659937,0.000116264538567945,"LumProgenitors-Cycl-pat4","Endothelial",3.20203210405559,0.00500739506239849
"mCAF-patient4-specific_PVL","LAMC2_ITGB1",0.241811760264185,0.0623832615061082,0.0377283557681046,9.88312451655204e-07,"mCAF-patient4-specific","PVL",3.87622824498376,7.49778709913552e-05
"Cancer-Basal/Cycl-pat4_apCAF-classical","LAMC2_ITGB1",0.780079009228861,0.241157817013117,0.136539451643722,3.95683068007413e-05,"Cancer-Basal/Cycl-pat4","apCAF-classical",3.2347241275054,0.00199333621933973
"LumProgenitors-shared_apCAF-classical","LAMC2_ITGB1",0.422175078097022,0.120104572757234,0.104133008810272,0.00186097276888975,"LumProgenitors-shared","apCAF-classical",3.51506248600843,0.0482901556297592
"iCAF-secretory_apCAF-classical","LAMC2_ITGB1",0.367990424684983,0.122633379095791,0.0798088056925012,0.0010549487358098,"iCAF-secretory","apCAF-classical",3.00073623835758,0.0309957721861924
"Cancer-Basal/Cycl-pat4_Cancer-Transitional-pat4","LAMC2_ITGB1",0.420402834841032,0.10336656035936,0.0646260251792551,4.65459574772176e-07,"Cancer-Basal/Cycl-pat4","Cancer-Transitional-pat4",4.06710674496158,3.78368450684741e-05
"mCAF-plastic_mCAF-remodeling","LAMC2_ITGB1",0.499213431232159,0.126357955689345,0.126265497889817,0.00157377384247293,"mCAF-plastic","mCAF-remodeling",3.95078749500736,0.0424097527519652
"PVL_mCAF-remodeling","LAMC2_ITGB1",0.482511329857393,0.177188853632052,0.0896936265847141,0.000331960979894408,"PVL","mCAF-remodeling",2.72314719558697,0.0121009821785331
"Cancer-Basal/Plastic-pat4_mCAF-remodeling","LAMC2_ITGB1",0.594345784389114,0.185200336785858,0.130742185537088,0.000875798982121756,"Cancer-Basal/Plastic-pat4","mCAF-remodeling",3.20920466292856,0.0266403916932582
"iCAF-classical_iCAF-secretory","LAMC2_ITGB1",0.37298015512011,0.119599765248347,0.086938280395778,0.00178137467657835,"iCAF-classical","iCAF-secretory",3.11856929104854,0.0466786325789868
"Cancer-Basal/Plastic-pat4_iCAF-secretory","LAMC2_ITGB1",0.484814609651831,0.0905623907102088,0.110439855431313,0.000178602101845504,"Cancer-Basal/Plastic-pat4","iCAF-secretory",5.35337689133221,0.00721910398781949
"Cancer-Basal/Cycl-pat4_T-cells-CD4-Treg","LAMC2_ITGB1",0.478446005541846,0.124973401468279,0.0835434971466466,1.16326917205534e-05,"Cancer-Basal/Cycl-pat4","T-cells-CD4-Treg",3.82838267919982,0.000681042962275618
"Cancer-Basal/Cycl-pat4_mCAF-patient4-specific","LAMC2_ITGB1",1.10802251093564,0.284993352634156,0.20411337683077,2.76267212268033e-05,"Cancer-Basal/Cycl-pat4","mCAF-patient4-specific",3.88788896545949,0.00146367868688294
"LumProgenitors-Cycl-pat4_mCAF-patient4-specific","LAMC2_ITGB1",0.813416696645419,0.28289567371328,0.154553457797498,0.000298905811930039,"LumProgenitors-Cycl-pat4","mCAF-patient4-specific",2.87532391700636,0.0111018448827187
"Plasma-cells_mCAF-patient4-specific","LAMC2_ITGB1",0.695933926391762,0.171524785845028,0.154250779676753,0.000337277011144943,"Plasma-cells","mCAF-patient4-specific",4.05733738691583,0.0122565387848065
"mCAF-classical_mCAF-patient4-specific","LAMC2_ITGB1",0.796380167966299,0.13353160134197,0.10533316896268,1.55818691283116e-10,"mCAF-classical","mCAF-patient4-specific",5.96398275736091,2.20498148042145e-08
"Myoepithelial_mCAF-patient4-specific","LAMC2_ITGB1",0.879755017512133,0.1010411754825,0.112728044417135,2.45947706645211e-12,"Myoepithelial","mCAF-patient4-specific",8.70689610756262,4.2967978990939e-10
"PVL_mCAF-patient4-specific","LAMC2_ITGB1",0.695933926391762,0.170817400164353,0.17050747906976,0.00103595126957878,"PVL","mCAF-patient4-specific",4.0741395532432,0.0305511291214769
"LumProgenitors-transitional-pat4_mCAF-patient4-specific","LAMC2_ITGB1",0.729456090835123,0.184914390004146,0.138440478753708,4.18764442199349e-05,"LumProgenitors-transitional-pat4","mCAF-patient4-specific",3.94483139369936,0.00209252502726916
"Cancer-Basal/Plastic-pat4_mCAF-patient4-specific","LAMC2_ITGB1",0.807768380923484,0.21245392147283,0.133675189930161,4.22526334442619e-06,"Cancer-Basal/Plastic-pat4","mCAF-patient4-specific",3.8020874141727,0.000276361701306946
"LumProgenitors-shared_Cancer-Basal/Cycl-pat4","LAMC2_ITGB4",0.999867045439937,0.189525532423718,0.178054118946412,2.66835061513149e-06,"LumProgenitors-shared","Cancer-Basal/Cycl-pat4",5.27563243143702,0.000184076147808409
"LumProgenitors-Cycl-pat4_Cancer-Basal/Cycl-pat4","LAMC2_ITGB4",1.06316516228155,0.147205399317136,0.312433049578379,0.00168556473675263,"LumProgenitors-Cycl-pat4","Cancer-Basal/Cycl-pat4",7.22232450177386,0.0446953805335411
"iCAF-classical_Cancer-Basal/Cycl-pat4","LAMC2_ITGB4",0.945682392027897,0.169635311381649,0.175734958399912,5.02700521787247e-06,"iCAF-classical","Cancer-Basal/Cycl-pat4",5.57479680572095,0.000322147313842075
"mCAF-classical_Cancer-Basal/Cycl-pat4","LAMC2_ITGB4",1.04612863360243,0.116994735029834,0.126007630785981,8.30446822419617e-14,"mCAF-classical","Cancer-Basal/Cycl-pat4",8.9416727456639,1.67697693237783e-11
"Myoepithelial_Cancer-Basal/Cycl-pat4","LAMC2_ITGB4",1.12950348314827,0.30039340832913,0.282921224345139,0.0016919035139743,"Myoepithelial","Cancer-Basal/Cycl-pat4",3.76008078682843,0.0448273165307725
"B-cells-activated_Cancer-Basal/Cycl-pat4","LAMC2_ITGB4",0.960705036003381,0.254176748365584,0.240979014154791,0.00168443291140519,"B-cells-activated","Cancer-Basal/Cycl-pat4",3.7796731690878,0.0446762296452657
"Cancer-Basal/Cycl-pat4_LumProgenitors-shared","LAMC2_ITGB4",0.739792770293869,0.0746143497481245,0.0855230360904726,3.66373598126302e-15,"Cancer-Basal/Cycl-pat4","LumProgenitors-shared",9.91488598092975,8.31341365175127e-13
"Cancer-Basal/Plastic-pat4_LumProgenitors-shared","LAMC2_ITGB4",0.439538640281712,0.0809726075586585,0.122990555576377,0.00177619393351913,"Cancer-Basal/Plastic-pat4","LumProgenitors-shared",5.42823867890508,0.0465699421391861
"Cancer-Basal/Cycl-pat4_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.4228760310505,0.168589300543242,0.254191749468859,4.01963622387314e-07,"Cancer-Basal/Cycl-pat4","LumProgenitors-Cycl-pat4",8.43989521556585,3.31672357789185e-05
"LumProgenitors-Cycl-pat4_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.12827021676028,0.173535122442192,0.325755759893713,0.001690282932861,"LumProgenitors-Cycl-pat4","LumProgenitors-Cycl-pat4",6.50168220059387,0.0447993888228203
"mCAF-classical_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.11123368808116,0.219515712865624,0.270472828291322,0.000488816549654603,"mCAF-classical","LumProgenitors-Cycl-pat4",5.06220567801173,0.0166138555396202
"Macrophages-immunoregulatory_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.01078744650662,0.0558821101565936,0.0507600651894358,0,"Macrophages-immunoregulatory","LumProgenitors-Cycl-pat4",18.0878539424187,0
"Endothelial_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.02064276536552,0.0604035020556688,0.0842386674514927,0,"Endothelial","LumProgenitors-Cycl-pat4",16.8970793187601,0
"pDCs_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.01078744650662,0.164813064215038,0.273251120561032,0.000980886017294957,"pDCs","LumProgenitors-Cycl-pat4",6.13293279462244,0.0292296648817506
"mCAF-remodeling_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.01078744650662,0.113144595636796,0.166386878413946,3.4278246463515e-08,"mCAF-remodeling","LumProgenitors-Cycl-pat4",8.93359016237361,3.44474620666494e-06
"Macrophages-monocyte-derived_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.01078744650662,0.168125038162166,0.283029995124697,0.00145404338793587,"Macrophages-monocyte-derived","LumProgenitors-Cycl-pat4",6.01211727625992,0.0398949713331996
"iCAF-secretory_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.01078744650662,0.172836363228934,0.197011573272474,1.05317336509536e-05,"iCAF-secretory","LumProgenitors-Cycl-pat4",5.84823371438195,0.000623244204842562
"mCAF-patient4-specific_LumProgenitors-Cycl-pat4","LAMC2_ITGB4",1.03193103684288,0.175296509820491,0.249318111067509,0.000295283840920479,"mCAF-patient4-specific","LumProgenitors-Cycl-pat4",5.88677457354746,0.0109825858703241
"mCAF-plastic_Myoepithelial","LAMC2_ITGB4",0.637827589615246,0.0859380881770405,0.117811503541631,1.40313285768023e-06,"mCAF-plastic","Myoepithelial",7.42194297249506,0.000102659472301609
"Cancer-Basal/Plastic-pat4_Myoepithelial","LAMC2_ITGB4",0.732959942772202,0.160187070683706,0.14492332559637,3.87102787670068e-05,"Cancer-Basal/Plastic-pat4","Myoepithelial",4.57564983018792,0.00195876067240823
"Cancer-Transitional-pat4_Endothelial","LAMC2_ITGB4",0.127205396471928,0.0351785844626917,0.0302488656447167,0.00117380017223601,"Cancer-Transitional-pat4","Endothelial",3.61598962592807,0.0336687851335811
"LumProgenitors-shared_Cancer-Transitional-pat4","LAMC2_ITGB4",0.723958439814963,0.0327422560323217,0.0378564344520779,0,"LumProgenitors-shared","Cancer-Transitional-pat4",22.1108294767564,0
"Plasma-cells_Cancer-Transitional-pat4","LAMC2_ITGB4",0.669773786402924,0.0373972020882965,0.0467257133578594,0,"Plasma-cells","Cancer-Transitional-pat4",17.9097298461408,0
"Myoepithelial_Cancer-Transitional-pat4","LAMC2_ITGB4",0.853594877523295,0.085054564797746,0.0859328082832893,0,"Myoepithelial","Cancer-Transitional-pat4",10.0358502750921,0
"mCAF-plastic_Cancer-Transitional-pat4","LAMC2_ITGB4",0.68647588777769,0.0889107000188492,0.0706597240970635,0,"mCAF-plastic","Cancer-Transitional-pat4",7.72095920549671,0
"T-cells-CD8-effector_Cancer-Transitional-pat4","LAMC2_ITGB4",0.669773786402924,0.17364365046955,0.127538037190932,5.01104985267675e-05,"T-cells-CD8-effector","Cancer-Transitional-pat4",3.85717407225539,0.00244322971261327
"B-cells-activated_Cancer-Transitional-pat4","LAMC2_ITGB4",0.684796430378407,0.12440217965244,0.161123146354733,0.000252538485412179,"B-cells-activated","Cancer-Transitional-pat4",5.5046980068325,0.00965827540827578
"apCAF-classical_Cancer-Transitional-pat4","LAMC2_ITGB4",0.669773786402924,0.0186668546518037,0.0215530840186384,0,"apCAF-classical","Cancer-Transitional-pat4",35.8803772192123,0
